DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia Link,Drugs.com link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00887,Bumetanide,28395-03-1,SmallMoleculeDrug,"",D00247,2471,46508147,3213,PA448682,"",,,,728284,http://www.rxlist.com/cgi/generic2/bumetan.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/bum1058.shtml,http://en.wikipedia.org/wiki/Bumetanide,http://www.drugs.com/cdi/bumetanide.html,0004-0125-01,2377,25903,DAP000361
DB00888,Mechlorethamine,51-75-2,SmallMoleculeDrug,C07115,"",4033,46505784,28925,PA450336,"",,,,16063,http://www.rxlist.com/cgi/generic3/mustargen.htm,"",http://en.wikipedia.org/wiki/Mechlorethamine,http://www.drugs.com/cdi/mechlorethamine.html,"",3893,,DAP000790
DB00889,Granisetron,109889-09-0,SmallMoleculeDrug,C07023,D04370,3510,46505137,"",PA449809,"","","","",2088371,http://www.rxlist.com/cgi/generic/granisetron.htm,"",http://en.wikipedia.org/wiki/Granisetron,http://www.drugs.com/cdi/granisetron.html,0378-1003-94,3390,50000483,DAP000295
DB00890,Dienestrol,84-17-3,SmallMoleculeDrug,C08090,D00898,667476,46504661,4518,PA449302,"",,,,441295,http://www.rxlist.com/cgi/generic2/diene.htm,"",http://en.wikipedia.org/wiki/Dienestrol,"","",2941,,DAP001015
DB00891,Sulfapyridine,144-83-2,SmallMoleculeDrug,"",D02434,5336,46506991,132842,PA451546,"","","","",1944827,"","",http://en.wikipedia.org/wiki/Sulfapyridine,,,5145,50225845,DAP001200
DB00892,Oxybuprocaine,99-43-4,SmallMoleculeDrug,"",D01768,4633,46505399,309594,"","","",,"",2148366,http://www.rxlist.com/cgi/generic2/fluress.htm,"",http://en.wikipedia.org/wiki/Oxybuprocaine,,,4472,50017709,DAP001231
DB00893,Iron Dextran,9004-66-4,SmallMoleculeDrug,"",D02141,,,"",PA450093,"","","","",611891,http://www.rxlist.com/cgi/generic3/fedex.htm,"","",http://www.drugs.com/cdi/iron-dextran.html,52544-931-02,,,DAP001312
DB00894,Testolactone,968-93-4,SmallMoleculeDrug,C02197,D00153,13769,46508076,9460,PA451626,"",,,,,http://www.rxlist.com/cgi/generic2/testolactone.htm,"","",http://www.drugs.com/cdi/testolactone.html,0003-0690-50,13172,,DAP000624
DB00895,Benzylpenicilloyl Polylysine,2642-55-9,SmallMoleculeDrug,"","",119212,46505002,59297,"","","","","",,"","","","","",106497,,DAP001314
DB00896,Rimexolone,49697-38-3,SmallMoleculeDrug,"",D05729,39507,46504820,"",PA451254,"","","","",2163691,http://www.rxlist.com/cgi/generic3/rimexol.htm,"",http://en.wikipedia.org/wiki/Rimexolone,http://www.drugs.com/cdi/rimexolone.html,0065-0627-07,36120,,DAP000420
DB00897,Triazolam,28911-01-5,SmallMoleculeDrug,"",D00387,5556,46509147,9674,PA451753,"","","","",2230024,http://www.rxlist.com/cgi/generic/triazolam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/hal1192.shtml,http://en.wikipedia.org/wiki/Triazolam,http://www.drugs.com/cdi/triazolam.html,0054-4858-51,5355,,DAP000244
DB00898,Ethanol,64-17-5,SmallMoleculeDrug,C00469,D00068,702,46506969,16236,PA451989,168,"","","",724947,http://www.rxlist.com/cgi/generic/dhydalco.htm,"",http://en.wikipedia.org/wiki/Ethanol,http://www.drugs.com/alcohol.html,"",682,,DAP000681
DB00899,Remifentanil,132875-61-7,SmallMoleculeDrug,C08021,"",60815,46504538,"",PA451232,"","","","",2230410,http://www.rxlist.com/cgi/generic2/ultiva.htm,"",http://en.wikipedia.org/wiki/Remifentanil,http://www.drugs.com/cdi/remifentanil.html,67457-198-03,54803,50012491,DAP000264
DB00900,Didanosine,69655-05-6,SmallMoleculeDrug,C06953,D00296,50599,46506255,490877,PA449301,2DI,,,,2244596,http://www.rxlist.com/cgi/generic3/didanosine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/vid1482.shtml,http://en.wikipedia.org/wiki/Didanosine,http://www.drugs.com/cdi/didanosine-chewable-dispersible-buffered-tablets.html,0087-6632-41,45864,,DNC000528
DB00902,Methdilazine,1982-37-2,SmallMoleculeDrug,C07175,D04979,14677,46505472,"",PA450414,"",,,,,"","",http://en.wikipedia.org/wiki/Methdilazine,"","",14009,,DAP001070
DB00903,Ethacrynic acid,58-54-8,SmallMoleculeDrug,"",D00313,3278,46507562,4876,PA449518,EAA,,,,2258528,http://www.rxlist.com/cgi/generic3/edecrin.htm,"",http://en.wikipedia.org/wiki/Ethacrynic_acid,http://www.drugs.com/cdi/ethacrynate-sodium.html,0006-0065-68,3163,,DAP000748
DB00904,Ondansetron,99614-02-5,SmallMoleculeDrug,C07325,D00456,4595,46504819,"","","",,,,2239372,http://www.rxlist.com/cgi/generic/ondansetron.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zof1501.shtml,http://en.wikipedia.org/wiki/Ondansetron,http://www.drugs.com/cdi/ondansetron.html,0338-1762-41,4434,50000493,DAP000221
DB00905,Bimatoprost,155206-00-1,SmallMoleculeDrug,"","",5311027,46505334,51230,PA10294,15M,"","","",2245860,http://www.rxlist.com/cgi/generic2/bimatoprost.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/lum1578.shtml,http://en.wikipedia.org/wiki/Bimatoprost,http://www.drugs.com/cdi/bimatoprost-drops.html,0023-3616-03,4470565,,DAP001217
DB00906,Tiagabine,115103-54-3,SmallMoleculeDrug,C07503,"",60648,46505560,"",PA451682,"","","","",,http://www.rxlist.com/cgi/generic/gabitril.htm,"",http://en.wikipedia.org/wiki/Tiagabine,http://www.drugs.com/cdi/tiagabine.html,63459-402-30,54661,50039251,DAP000164
DB00907,Cocaine,50-36-2,SmallMoleculeDrug,C01416,D00110,5760,46506326,27958,PA449072,"",,,,2006308,http://www.rxlist.com/cgi/generic/cocaine.htm,"",http://en.wikipedia.org/wiki/Cocaine,http://www.drugs.com/cons/cocaine-hydrochloride-topical.html,"",5557,50006232,DAP000834
DB00908,Quinidine,56-54-2,SmallMoleculeDrug,C06527,"",441074,46505356,28593,PA451209,"",,,,497525,http://www.rxlist.com/cgi/generic/quinidine.htm,"",http://en.wikipedia.org/wiki/Quinidine,http://www.drugs.com/cdi/quinidine-gluconate-controlled-release-tablets.html,53489-459-02,389880,,DAP000515
DB00909,Zonisamide,68291-97-4,SmallMoleculeDrug,C07504,D00538,5734,46505278,10127,PA451978,"",,,,,http://www.rxlist.com/cgi/generic3/zonisamide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zon1564.shtml,http://en.wikipedia.org/wiki/Zonisamide,http://www.drugs.com/cdi/zonisamide.html,0378-6725-01,5532,10888,DAP000500
DB00910,Paricalcitol,131918-61-1,SmallMoleculeDrug,C08127,D00930,5281104,46505780,7931,PA450798,"","","","",2266202,http://www.rxlist.com/cgi/generic4/zemplar_caps.htm,"","",http://www.drugs.com/cdi/paricalcitol.html,0074-4637-01,4444552,,DAP000211
DB00911,Tinidazole,19387-91-8,SmallMoleculeDrug,"",D01426,5479,46506396,"",PA10813,"",,,,,"",http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tin1701.shtml,http://en.wikipedia.org/wiki/Tinidazole,http://www.drugs.com/cdi/tinidazole.html,0178-8250-40,5279,,
DB00912,Repaglinide,135062-02-1,SmallMoleculeDrug,C07670,D00594,65981,46508150,"",PA451234,"",,,,2239925,http://www.rxlist.com/cgi/generic/prandin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pra1343.shtml,http://en.wikipedia.org/wiki/Repaglinide,http://www.drugs.com/cdi/repaglinide.html,"",59377,50153520,DAP000133
DB00913,Anileridine,144-14-9,SmallMoleculeDrug,"","",8944,46505199,61203,PA10249,"",,,,10014,"","",http://en.wikipedia.org/wiki/Anileridine,,,8600,,DAP001135
DB00914,Phenformin,114-86-3,SmallMoleculeDrug,C07673,"",8249,46505230,"",PA1000,"","","","",,"","",http://en.wikipedia.org/wiki/Phenformin,"","",7953,50240908,DAP000206
DB00915,Amantadine,768-94-5,SmallMoleculeDrug,C06818,"",,,2618,PA448360,"","",,"",2262649,http://www.rxlist.com/cgi/generic3/amantadine.htm,"",http://en.wikipedia.org/wiki/Amantadine,http://www.drugs.com/cdi/amantadine.html,0832-1015-00,,,DAP000781
DB00916,Metronidazole,443-48-1,SmallMoleculeDrug,"",D00409,4173,46508911,6909,"","","","","",649074,http://www.rxlist.com/cgi/generic/metron.htm,"",http://en.wikipedia.org/wiki/Metronidazole,http://www.drugs.com/metronidazole.html,0299-3835-45,4029,,DAP000534
DB00917,Dinoprostone,363-24-6,SmallMoleculeDrug,C00584,D00079,5280360,46505549,15551,PA449345,"","","","",2231047,http://www.rxlist.com/cgi/generic/dinoprostone.htm,"",http://en.wikipedia.org/wiki/Dinoprostone,http://www.drugs.com/cdi/dinoprostone-gel.html,0009-3359-02,4444059,35847,DAP000360
DB00918,Almotriptan,181183-52-8,SmallMoleculeDrug,"","",123606,46505165,520985,PA10246,"","","","",2248128,http://www.rxlist.com/cgi/generic2/almotriptan.htm,"",http://en.wikipedia.org/wiki/Almotriptan,http://www.drugs.com/cdi/almotriptan.html,0062-2080-06,110198,,DAP001345
DB00919,Spectinomycin,1695-77-8,SmallMoleculeDrug,C02078,"",15541,46505032,"",PA451478,SCM,"","","",,http://www.rxlist.com/cgi/generic/trobicin.htm,"",http://en.wikipedia.org/wiki/Spectinomycin,http://www.drugs.com/mtm/spectinomycin.html,0009-0566-01,14785,,DAP000403
DB00920,Ketotifen,34580-14-8,SmallMoleculeDrug,"",D01332,3827,46508921,"",PA450153,"","","","",2242324,http://www.rxlist.com/cgi/generic/ketotifen.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zad1598.shtml,http://en.wikipedia.org/wiki/Ketotifen,http://www.drugs.com/cdi/ketotifen-drops.html,50580-732-05,3695,50002087,DAP000329
DB00921,Buprenorphine,52485-79-7,SmallMoleculeDrug,C08007,"",40400,46505782,3216,PA448685,"",,,,,http://www.rxlist.com/cgi/generic3/suboxone.htm,"",http://en.wikipedia.org/wiki/Buprenorphine,http://www.drugs.com/cdi/buprenorphine.html,12496-0757-1,,,DAP001353
DB00922,Levosimendan,141505-33-1,SmallMoleculeDrug,"","",3033825,46507149,50567,"","","","","",,"","",http://en.wikipedia.org/wiki/Levosimendan,"","",2298414,,DAP000797
DB00923,Ceforanide,60925-61-3,SmallMoleculeDrug,C06884,D00259,43507,46504532,3495,PA448851,"",,,,,"","",http://en.wikipedia.org/wiki/Ceforanide,"","",39656,,DAP001175
DB00924,Cyclobenzaprine,303-53-7,SmallMoleculeDrug,C06931,"",2895,46508313,3996,PA449160,"",,,,2249359,http://www.rxlist.com/cgi/generic/cyclobnz.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/fle1179.shtml,http://en.wikipedia.org/wiki/Cyclobenzaprine,http://www.drugs.com/cyclobenzaprine.html,0179-0057-30,2792,,DAP000891
DB00925,Phenoxybenzamine,59-96-1,SmallMoleculeDrug,C07435,"",4768,46507191,"",PA450919,"","","","",,http://www.rxlist.com/cgi/generic3/phenoxybenz.htm,"",http://en.wikipedia.org/wiki/Phenoxybenzamine,http://www.drugs.com/cdi/phenoxybenzamine.html,65197-001-01,4604,50017679,DAP000478
DB00927,Famotidine,76824-35-6,SmallMoleculeDrug,"",D00318,5702160,46507397,4975,PA449586,"",,,,2242327,http://www.rxlist.com/cgi/generic/famot.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pep1325.shtml,http://en.wikipedia.org/wiki/Famotidine,http://www.drugs.com/famotidine.html,0006-3537-50,3208,,DAP000341
DB00928,Azacitidine,320-67-2,SmallMoleculeDrug,C11262,D03021,9444,46509032,2038,PA10312,"",,,,,http://www.rxlist.com/cgi/generic3/vidaza.htm,"",http://en.wikipedia.org/wiki/Azacitidine,http://www.drugs.com/cdi/azacitidine.html,67211-102-01,9072,,DAP000640
DB00929,Misoprostol,59122-46-2,SmallMoleculeDrug,"",D00419,5282381,46505041,"","","",,,,2248846,http://www.rxlist.com/cgi/generic/misopro.htm,"",http://en.wikipedia.org/wiki/Misoprostol,http://www.drugs.com/cdi/misoprostol.html,0172-4430-49,4445541,,DAP000358
DB00930,Colesevelam,182815-44-7,SmallMoleculeDrug,"","",,,"",PA449095,"","",,"",,http://www.rxlist.com/cgi/generic2/colesevelam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/wel1551.shtml,http://en.wikipedia.org/wiki/Colesevelam,http://www.drugs.com/cdi/colesevelam.html,65597-701-18,140701,,
DB00931,Methacycline,914-00-1,SmallMoleculeDrug,C07654,D04972,,,"","","",,,,,"","",http://en.wikipedia.org/wiki/Methacycline,"","",,50046500,DAP000883
DB00932,Tipranavir,174484-41-4,SmallMoleculeDrug,"","",65027,46506257,"","",TPV,"","","",2273322,http://www.rxlist.com/cgi/generic/aptivus.htm,"",http://en.wikipedia.org/wiki/Tipranavir,http://www.drugs.com/cdi/tipranavir.html,"",58539,558,DAP001085
DB00933,Mesoridazine,5588-33-0,SmallMoleculeDrug,C07143,D02671,4078,46506724,6780,PA450386,"",,,,27464,http://www.rxlist.com/cgi/generic3/mesoridazine.htm,"",http://en.wikipedia.org/wiki/Mesoridazine,http://www.drugs.com/mtm/mesoridazine.html,0597-0020-01,3936,50131440,DAP000252
DB00934,Maprotiline,10262-69-8,SmallMoleculeDrug,C07107,D02566,4011,46508358,"",PA450322,"",,,,,"","",http://en.wikipedia.org/wiki/Maprotiline,http://www.drugs.com/cdi/maprotiline.html,0378-0060-01,3871,35228,DAP001150
DB00935,Oxymetazoline,1491-59-4,SmallMoleculeDrug,C07363,"",4636,46505622,"",PA450745,"",,,,2245578,"","",http://en.wikipedia.org/wiki/Oxymetazoline,http://www.drugs.com/cdi/oxymetazoline-solution.html,42002-204-05,4475,50027075,DAP000235
DB00936,Salicyclic acid,69-72-7,SmallMoleculeDrug,C00805,D00097,338,46504942,16914,"",SAL,"","","",2241935,"","",http://en.wikipedia.org/wiki/Salicyclic_acid,"","",331,26193,DAP000731
DB00937,Diethylpropion,134-80-5,SmallMoleculeDrug,C06954,"",7029,46506622,4530,PA449305,"",,,,2047675,http://www.rxlist.com/cgi/generic3/diethprop.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ten1435.shtml,http://en.wikipedia.org/wiki/Diethylpropion,http://www.drugs.com/cdi/diethylpropion.html,64720-208-10,6762,,DAP001452
DB00938,Salmeterol,89365-50-4,SmallMoleculeDrug,C07241,D05792,5152,46508024,"",PA451300,"","","","",2231129,http://www.rxlist.com/cgi/generic/salmeterol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ser1401.shtml,http://en.wikipedia.org/wiki/Salmeterol,http://www.drugs.com/cdi/salmeterol.html,,4968,25771,DAP000947
DB00939,Meclofenamic acid,644-62-2,SmallMoleculeDrug,C02996,D02341,4037,46507887,"",PA450341,"","","","",,http://www.rxlist.com/cgi/generic/meclofen.htm,"",http://en.wikipedia.org/wiki/Meclofenamic_acid,"",0378-2150-01,3897,22971,DNC000919
DB00940,Methantheline,5818-17-7,SmallMoleculeDrug,C07849,"",4097,46505807,"",PA450408,"","","","",,"","","",,,3955,,DAP001109
DB00941,Hexafluronium,317-52-2,SmallMoleculeDrug,"",D04435,9434,46507171,"",PA449873,"","","","",,"","",http://en.wikipedia.org/wiki/Hexafluronium_bromide,"","",,,DAP000963
DB00942,Cycrimine,77-39-4,SmallMoleculeDrug,"","",2911,46506736,59692,"","","","","",,"","","",,,2808,,DAP001120
DB00943,Zalcitabine,7481-89-2,SmallMoleculeDrug,C07207,D00412,24066,46507879,10101,PA451950,"","","","",1990896,http://www.rxlist.com/cgi/generic2/zalcit.htm,"",http://en.wikipedia.org/wiki/Zalcitabine,http://www.drugs.com/cdi/zalcitabine.html,0004-0220-01,22498,,DNC000527
DB00944,Demecarium,56-94-0,SmallMoleculeDrug,"",D00667,5965,46507824,"",PA449226,"",,,,,http://www.rxlist.com/cgi/generic2/demecarium.htm,"",http://en.wikipedia.org/wiki/Demecarium_bromide,http://www.drugs.com/mtm/demecarium-bromide-ophthalmic.html,"",,,DAP000894
DB00945,Acetylsalicylic acid,50-78-2,SmallMoleculeDrug,C01405,D00109,2244,46505803,15365,PA448497,AIN,"","","",2237900,http://www.rxlist.com/cgi/generic/asa.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/asp1033.shtml,http://en.wikipedia.org/wiki/Aspirin,http://www.drugs.com/aspirin.html,"",2157,22360,DAP000843
DB00946,Phenprocoumon,435-97-2,SmallMoleculeDrug,"","",9908,46506423,50438,PA450921,"",,,,,"","",http://en.wikipedia.org/wiki/Phenprocoumon,"","",9524,768,DAP000771
DB00947,Fulvestrant,129453-61-8,SmallMoleculeDrug,"",D01161,104741,46508664,31638,PA10086,"","","","",2248624,http://www.rxlist.com/cgi/generic/faslodex.htm,"",http://en.wikipedia.org/wiki/Fulvestrant,http://www.drugs.com/cdi/fulvestrant.html,0310-0720-50,94553,50169743,DAP000319
DB00948,Mezlocillin,51481-65-3,SmallMoleculeDrug,C07221,D05021,656511,46506692,6919,PA450490,"",,,,,"","",http://en.wikipedia.org/wiki/Mezlocillin,"","",570894,,DAP001180
DB00949,Felbamate,25451-15-4,SmallMoleculeDrug,C07501,D00536,3331,46506375,4995,PA449590,"",,,,,http://www.rxlist.com/cgi/generic3/felbamate.htm,"",http://en.wikipedia.org/wiki/Felbamate,http://www.drugs.com/cdi/felbamate.html,0037-0430-01,3214,50240678,DAP000093
DB00950,Fexofenadine,83799-24-0,SmallMoleculeDrug,C06999,"",3348,46504676,5050,PA449621,"",,,,2242819,http://www.rxlist.com/cgi/generic/fexofen.htm,"",http://en.wikipedia.org/wiki/Fexofenadine,http://www.drugs.com/cdi/fexofenadine.html,0339-6461-11,3231,22874,DAP000330
DB00951,Isoniazid,54-85-3,SmallMoleculeDrug,C07054,D00346,3767,46506039,6030,PA450112,ISZ,,,,577782,http://www.rxlist.com/cgi/generic2/isoniaz.htm,"",http://en.wikipedia.org/wiki/Isoniazid,http://www.drugs.com/cdi/isoniazid.html,0555-0066-02,3635,,DAP000011
DB00952,Naratriptan,121679-13-8,SmallMoleculeDrug,C07792,"",4440,46507243,7478,PA450597,"",,,,2237821,http://www.rxlist.com/cgi/generic2/naratript.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ame1018.shtml,http://en.wikipedia.org/wiki/Naratriptan,http://www.drugs.com/cdi/naratriptan.html,0173-0561-00,4287,,DAP000890
DB00953,Rizatriptan,145202-66-0,SmallMoleculeDrug,"",D00675,5078,46506557,48273,PA451264,"",,,,2240520,http://www.rxlist.com/cgi/generic2/rizatrip.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/max1248.shtml,http://en.wikipedia.org/wiki/Rizatriptan,http://www.drugs.com/cdi/rizatriptan.html,0006-0266-12,4900,,DAP000220
DB00954,Dirithromycin,62013-04-1,SmallMoleculeDrug,"",D03865,,,"",PA449368,"","","","",,http://www.rxlist.com/cgi/generic2/dirthromycin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dyn1151.shtml,http://en.wikipedia.org/wiki/Dirithromycin,http://www.drugs.com/mtm/dirithromycin.html,"",,,DAP000888
DB00955,Netilmicin,56391-56-1,SmallMoleculeDrug,C07657,"",13958226,46507404,7528,PA450614,"",,,,503371,"","",http://en.wikipedia.org/wiki/Netilmicin,,,,,DAP000404
DB00956,Hydrocodone,125-29-1,SmallMoleculeDrug,C08024,"",5284569,46506225,5779,PA449900,"",,,,1916580,http://www.rxlist.com/cgi/generic/hydrocod.htm,"",http://en.wikipedia.org/wiki/Hydrocodone,"","",4447623,,DAP000253
DB00957,Norgestimate,35189-28-7,SmallMoleculeDrug,"","",6540478,46507381,50815,PA450655,"","",,"",,http://www.rxlist.com/cgi/generic/norgestimest.htm,"",http://en.wikipedia.org/wiki/Norgestimate,"","",5022837,,DAP001210
DB00958,Carboplatin,41575-94-4,SmallMoleculeDrug,"",D01363,38904,46507170,31355,PA448803,"","",,"",2126680,http://www.rxlist.com/cgi/generic3/carboplat.htm,"",http://en.wikipedia.org/wiki/Carboplatin,http://www.drugs.com/cdi/carboplatin.html,0703-3249-11,436073,,DAP000535
DB00959,Methylprednisolone,83-43-2,SmallMoleculeDrug,"",D00407,6741,46504885,6888,PA450466,"",,,,2245406,http://www.rxlist.com/cgi/generic/methprd.htm,"",http://en.wikipedia.org/wiki/Methylprednisolone,http://www.drugs.com/methylprednisolone.html,0555-0301-02,6485,,DAP001040
DB00960,Pindolol,13523-86-9,SmallMoleculeDrug,C07445,D00513,4828,46508362,8214,PA450966,"",,,,828424,http://www.rxlist.com/cgi/generic3/pindolol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pin1611.shtml,http://en.wikipedia.org/wiki/Pindolol,http://www.drugs.com/cdi/pindolol.html,0378-0052-01,4662,,DAP000025
DB00961,Mepivacaine,96-88-8,SmallMoleculeDrug,C07528,"",4062,46507857,6759,PA450375,"",,,,2271796,http://www.rxlist.com/cgi/generic2/mepivacaine.htm,"",http://en.wikipedia.org/wiki/Mepivacaine,http://www.drugs.com/cdi/mepivacaine.html,0186-0412-01,3922,,DAP001232
DB00962,Zaleplon,151319-34-5,SmallMoleculeDrug,C07484,D00530,5719,46508267,10102,PA451952,"","","","",2242219,http://www.rxlist.com/cgi/generic3/zaleplon.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/son1537.shtml,http://en.wikipedia.org/wiki/Zaleplon,http://www.drugs.com/cdi/zaleplon.html,0832-0400-00,5517,,DAP000266
DB00963,Bromfenac,91714-94-2,SmallMoleculeDrug,"","",60726,46508121,240107,PA448670,"","","","",,http://www.rxlist.com/cgi/generic4/xibrom.htm,"","",http://www.drugs.com/cdi/bromfenac.html,67425-004-50,54730,,DAP000732
DB00964,Apraclonidine,66711-21-5,SmallMoleculeDrug,C07668,"",2216,46505614,2788,PA448468,"","","","",2076306,http://www.rxlist.com/cgi/generic2/apraclonidine.htm,"",http://en.wikipedia.org/wiki/Apraclonidine,http://www.drugs.com/cdi/apraclonidine-drops.html,0065-0665-05,2130,50021812,DAP000236
DB00965,Ethiodized oil,8008-53-5,SmallMoleculeDrug,"",D04082,,,"","","","","","",386685,http://www.rxlist.com/cgi/generic2/ethiodol.htm,"",http://en.wikipedia.org/wiki/Ethiodized_oil,"",0281-7062-37,,,
DB00966,Telmisartan,144701-48-4,SmallMoleculeDrug,C07710,D00627,65999,46505370,9434,PA451605,"",,,,2240770,http://www.rxlist.com/cgi/generic2/telmisartan.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/mic1592.shtml,http://en.wikipedia.org/wiki/Telmisartan,http://www.drugs.com/cdi/telmisartan.html,0597-0039-37,59391,,DAP000766
DB00967,Desloratadine,100643-71-8,SmallMoleculeDrug,"","",124087,46507996,291342,PA10053,"",,,,2243919,http://www.rxlist.com/cgi/generic3/clarinex.htm,"",http://en.wikipedia.org/wiki/Desloratadine,http://www.drugs.com/cdi/desloratadine.html,0085-1264-01,110575,50073179,DAP000331
DB00968,Methyldopa,555-30-6,SmallMoleculeDrug,C07194,"",38853,46508535,61058,PA450453,"",,,,426830,http://www.rxlist.com/cgi/generic2/methyl.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ald1012.shtml,http://en.wikipedia.org/wiki/Methyldopa,http://www.drugs.com/cdi/methyldopa.html,0378-0611-01,35562,,DAP000226
DB00969,Alosetron,122852-42-0,SmallMoleculeDrug,"","",2099,46506274,253342,PA448327,"","","","",,http://www.rxlist.com/cgi/generic3/alosetron.htm,"",http://en.wikipedia.org/wiki/Alosetron,http://www.drugs.com/cdi/alosetron.html,0173-0738-00,2015,50131429,DAP000369
DB00970,Dactinomycin,50-76-0,SmallMoleculeDrug,C06770,D00214,2019,46509192,27666,PA449199,"",,,,213071,http://www.rxlist.com/cgi/generic2/dactinomycin.htm,"",http://en.wikipedia.org/wiki/Dactinomycin,http://www.drugs.com/cdi/dactinomycin.html,"",1942,50023797,DNC000380
